Duration ,DescrTask,Cond,Agreement,PWEW,WRITER,DEW,FirstClick,LastClick,CompTime,Description,FK Ease,FK Grade,Coleman Liau,#Sentences,#Words,#Complex Words,%Complex Words,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q34,Q74_First Click,Q74_Last Click,Q74_Page Submit,Q74_Click Count,Q73,Q13,Q14,Q15,Q16,Q51,Q52,Q17_5,Q17_6,Q17_7,Q18_1,Q18_2,Q18_3,Q19,Q28,Q20,Q20_8_TEXT,Q21,Q21_8_TEXT,Q76,mturkcode
387,self,PWEW,TRUE,Yes,,,1.254,231.866,233.672,"I am a 48 year old married mother to a 14 year old son. I am a freelance writer and editor who also home schools her 8th grade son. In addition to writing and editing, I enjoy teaching and learning, reading, watching streaming shows on television, taking walks with my dog, traveling (both short and long distances), and spending time with family. One of my other interests is genealogy, researching both my side and my husband's side of the family. This has gotten a bit more interesting in recent years with the advent of DNA testing. We are both finding relatives from all over the world that we didn't know we had. ",65.5,8.8,9.7,6,112,12,10.71,,,,,,1.254,231.866,233.672,10,"I am a 48 year old married mother to a 14 year old son. I am a freelance writer and editor who also home schools her 8th grade son. In addition to writing and editing, I enjoy teaching and learning, reading, watching streaming shows on television, taking walks with my dog, traveling (both short and long distances), and spending time with family. One of my other interests is genealogy, researching both my side and my husband's side of the family. This has gotten a bit more interesting in recent years with the advent of DNA testing. We are both finding relatives from all over the world that we didn't know we had. ",Female,48,White,"Bachelorâ€™s degree (e.g. BA, BS)",Yes,,Frequently,Very frequently,Frequently,1 - 3 hours,7 or more hours,1 - 3 hours,Laptop or computer,"Blogs,Other (please specify)",Other (please specify),articles for websites,Fiction books,,to assess personality through writing skills,29078
746,picture,DEW,FALSE,,,No,1.053,357.693,357.72,"The image is of a person crossing the street during what looks to be dawn. The light is breaking through the end of the street and starting to light the whole place up. The person looks to be dressed up very warm indicating that it could be a cold day. There are cars parked on both sides of the street further down the road. The person who is crossing the road is actually using the crosswalk as the crosswalk markings can clearly be seen. The building at the end of the street is faint and somewhat out of focus, somewhat due to the amount of light that is shiny on the end of the road. There are many areas of shadow in the picture and the person themselves are barely visible and look more like a shadow themselve.",76.5,7.5,8.6,7,138,7,5.07,1.053,357.693,357.72,42,"The image is of a person crossing the street during what looks to be dawn. The light is breaking through the end of the street and starting to light the whole place up. The person looks to be dressed up very warm indicating that it could be a cold day. There are cars parked on both sides of the street further down the road. The person who is crossing the road is actually using the crosswalk as the crosswalk markings can clearly be seen. The building at the end of the street is faint and somewhat out of focus, somewhat due to the amount of light that is shiny on the end of the road. There are many areas of shadow in the picture and the person themselves are barely visible and look more like a shadow themselve.",,,,,,Male,37,White,"Bachelorâ€™s degree (e.g. BA, BS)",Yes,,Never,Occasionally,Rarely,0 hours,1 - 3 hours,1 - 3 hours,"Smart phone,Tablet,Laptop or computer",Social media posts,Social media posts,,Social media posts,,Unsure,91949
346,self,PWEW,FALSE,No,,,15.659,174.653,205.051,"Iâ€™m organized. I really enjoy working with a wide variety of people to achieve a common goal efficiently and realistically. For the last five years, I managed a team of seven engineers as we worked on four projects simultaneously. Each project fulfilled its responsibilities ahead of schedule. Iâ€™m experienced and detail-oriented. Iâ€™ve spent the past 15 years learning the ins and outs of this industry and know exactly what I need to do to provide the highest level of medical supervision and overall coordination of all components required for the smooth operation of any medical facility. Iâ€™m dependable and detail-oriented. I take my job seriously and once assigned a task, will see it through to completion. At my last job we lost a worker to injury and did not have the budget to hire a replacement, so I volunteered to pick up the slack, often working long hours into the night. We didn't miss a beat.",55.9*,9.4*,11.4*,10,158,25,15.82,,,,,,15.659,174.653,205.051,4,"Iâ€™m organized. I really enjoy working with a wide variety of people to achieve a common goal efficiently and realistically. For the last five years, I managed a team of seven engineers as we worked on four projects simultaneously. Each project fulfilled its responsibilities ahead of schedule. Iâ€™m experienced and detail-oriented. Iâ€™ve spent the past 15 years learning the ins and outs of this industry and know exactly what I need to do to provide the highest level of medical supervision and overall coordination of all components required for the smooth operation of any medical facility. Iâ€™m dependable and detail-oriented. I take my job seriously and once assigned a task, will see it through to completion. At my last job we lost a worker to injury and did not have the budget to hire a replacement, so I volunteered to pick up the slack, often working long hours into the night. We didn't miss a beat.",Male,54,White,"Bachelorâ€™s degree (e.g. BA, BS)",Yes,,Rarely,Frequently,Occasionally,1 - 3 hours,1 - 3 hours,1 - 3 hours,Laptop or computer,Blogs,Blogs,,Blogs,,no clue,74594
337,picture,WRITER,TRUE,,Yes,,14.531,213.049,214.408,An eerie downtown street that very dark Has an dark feeling and has a women crossing the street. Its a silhouette but has enough of it showing that you can at least tell its a woman. The view is from the front of the street and you can see fog in the distance. Cars are parked on both sides but none is driving down the deserted streets. I think it looks kind of vintage like an old 1920-s r 30's feel. It looks real classic and also like apicture. Its a very distinct pciture and has alot diferent qualities to it. I think its very uniqe. doark broanws and blacks in the background and you get the classic feel with.,86.2,4.6,7.6,9,121,5,4.13,14.531,213.049,214.408,37,An eerie downtown street that very dark Has an dark feeling and has a women crossing the street. Its a silhouette but has enough of it showing that you can at least tell its a woman. The view is from the front of the street and you can see fog in the distance. Cars are parked on both sides but none is driving down the deserted streets. I think it looks kind of vintage like an old 1920-s r 30's feel. It looks real classic and also like apicture. Its a very distinct pciture and has alot diferent qualities to it. I think its very uniqe. doark broanws and blacks in the background and you get the classic feel with.,,,,,,Male,34,Black or African American,"Some college, no degree",Yes,,Frequently,Very frequently,Very frequently,1 - 3 hours,1 - 3 hours,1 - 3 hours,"Smart phone,Tablet,Laptop or computer","Social media posts,Newspapers,Magazines",Newspapers,,Non-fiction books,,to write,48860
442,self,WRITER,TRUE,,Yes,,2.937,150.9,317.739,"My personality is fairly quiet, though I've been told I have a stubborn streak a mile wide and have very hard opinions on things. I just like to think of myself as passionate about the ideas I care about. I'm an avid anime fan, and I tend to watch somewhere around 10 episodes a week. I'd like to say I'm talented as a writer, considering I've posted fan works on fiction writing websites and have had encounters with several fans in other fan spaces. 

In addition to writing, I am an artist, and I can use discretion over whether which media type a given situation between fictional characters should best be conveyed in. Just how some films are adapted poorly from the written text, some media would never survive without a visual medium to carry them.",57.9,10,9.9,7,137,19,13.87,,,,,,2.937,150.9,317.739,2,"My personality is fairly quiet, though I've been told I have a stubborn streak a mile wide and have very hard opinions on things. I just like to think of myself as passionate about the ideas I care about. I'm an avid anime fan, and I tend to watch somewhere around 10 episodes a week. I'd like to say I'm talented as a writer, considering I've posted fan works on fiction writing websites and have had encounters with several fans in other fan spaces. 

In addition to writing, I am an artist, and I can use discretion over whether which media type a given situation between fictional characters should best be conveyed in. Just how some films are adapted poorly from the written text, some media would never survive without a visual medium to carry them.",Other,24,White,"Bachelorâ€™s degree (e.g. BA, BS)",Yes,,Never,Never,Very frequently,0 hours,0 hours,7 or more hours,Laptop or computer,Other (please specify),Other (please specify),Fan fiction,Other (please specify),Fanfiction,Evaluate writers,33622
553,picture,PWEW,TRUE,Yes,,,0.887,419.197,442.445,This is a person walking across the street in a city environment I see  cars on the right side and left side of the street parked opposite of each other. I see tall buildings on both sides of the street they look tanish looking. Both look like older buildings look to have been there for decades. A smog like look covers the street and the women seems to be walking to one of the two buildings. It look like a early morning and people seem to be getting up to start their day. It looks like a major city up north. These buildings could be apartments or hotels. It looks like its the winter and a cold weather morning. I see a street sign at the front of the boulevard and light poles on both sides of the streets. ,85.3,5.2,8.1,9,139,4,2.88,0.887,419.197,442.445,14,This is a person walking across the street in a city environment I see  cars on the right side and left side of the street parked opposite of each other. I see tall buildings on both sides of the street they look tanish looking. Both look like older buildings look to have been there for decades. A smog like look covers the street and the women seems to be walking to one of the two buildings. It look like a early morning and people seem to be getting up to start their day. It looks like a major city up north. These buildings could be apartments or hotels. It looks like its the winter and a cold weather morning. I see a street sign at the front of the boulevard and light poles on both sides of the streets. ,,,,,,Male,37,Black or African American,"Some college, no degree",Yes,,Rarely,Rarely,Frequently,0 hours,0 hours,1 - 3 hours,Laptop or computer,"Social media posts,Blogs,Non-fiction books",Social media posts,,Social media posts,,descriptive writing ,73773
300,picture,PWEW,TRUE,Yes,,,10.05,126.134,165.149,"The setting is a deserted street with a lone figure in the foreground in the middle of a crosswalk. The figure appears to be a woman, but all that can be seen of her is a dark outline, as the light is coming from behind her towards the viewer. A building can be seen down the street behind her and is partially obscured by sunlight and fog. The buildings to the left and right of the women seem to be about 5-6 stories tall and have an old-world, European-style feel. There are cars parked on the street a little ways away from the woman that also appear European, and not British because they are facing as if they were driven on the right-hand side.",71.8,9.6,7.8,5,128,4,3.13,10.05,126.134,165.149,3,"The setting is a deserted street with a lone figure in the foreground in the middle of a crosswalk. The figure appears to be a woman, but all that can be seen of her is a dark outline, as the light is coming from behind her towards the viewer. A building can be seen down the street behind her and is partially obscured by sunlight and fog. The buildings to the left and right of the women seem to be about 5-6 stories tall and have an old-world, European-style feel. There are cars parked on the street a little ways away from the woman that also appear European, and not British because they are facing as if they were driven on the right-hand side.",,,,,,Female,27,White,"Masterâ€™s degree (e.g. MA,MS, MEd)",Yes,,Frequently,Very frequently,Rarely,4 - 6 hours,1 - 3 hours,0 hours,"Laptop or computer,Books",Other (please specify),Other (please specify),"Client notes, research articles, papers for class",Other (please specify),Research articles,If priming a person with something they say they are good at improves their performance.,92328
387,self,DEW,TRUE,,,Yes,1.407,110.881,194.708,"I'm a 64-year-old woman who is somewhat reserved but at the same time enjoy getting together with people.  I enjoy music, reading, binge-watching good TV series, movies. I am a pet owner and have 2 cats and a dog who is just a puppy at the current time. I can't say that I'm particularly talented, though I have dabbled in performing music in the past.  I'm retired and spend a lot of time with my puppy and working on mturk.  I especially enjoy taking surveys on mturk, and it provides a small side income for me.  I am warm, though reserved, caring, loyal.  I very much enjoy my family and friends.",77.3,6,7.9,8,114,7,6.14,,,,,,1.407,110.881,194.708,3,"I'm a 64-year-old woman who is somewhat reserved but at the same time enjoy getting together with people.  I enjoy music, reading, binge-watching good TV series, movies. I am a pet owner and have 2 cats and a dog who is just a puppy at the current time. I can't say that I'm particularly talented, though I have dabbled in performing music in the past.  I'm retired and spend a lot of time with my puppy and working on mturk.  I especially enjoy taking surveys on mturk, and it provides a small side income for me.  I am warm, though reserved, caring, loyal.  I very much enjoy my family and friends.",Female,64,White,"Masterâ€™s degree (e.g. MA,MS, MEd)",Yes,,Never,Never,Occasionally,0 hours,0 hours,1 - 3 hours,Laptop or computer,Other (please specify),Other (please specify),journal entries,Other (please specify),journal entries,"exploring interests, social media usage",17215
640,picture,DEW,TRUE,,,Yes,8.813,410.84,425.51,"It is an image of a downtown area of a city in what appears to be the early morning hours before most people have begun to head to work or their respective activities for the day. From the architecture I'd assume it is on the East Coast, in fact it reminds me of Philadelphia. I doubt it's New York because the streets are too clean. It appears somewhat gloomy but I believe that is likely because of the early hour and also because the buildings block some of the light. I'd also assume that it is chilly since the person crossing the street appears to be wearing a coat, possibly this is during the fall or early winter months. ",64.7,10.2,9,5,119,6,5.04,8.813,410.84,425.51,30,"It is an image of a downtown area of a city in what appears to be the early morning hours before most people have begun to head to work or their respective activities for the day. From the architecture I'd assume it is on the East Coast, in fact it reminds me of Philadelphia. I doubt it's New York because the streets are too clean. It appears somewhat gloomy but I believe that is likely because of the early hour and also because the buildings block some of the light. I'd also assume that it is chilly since the person crossing the street appears to be wearing a coat, possibly this is during the fall or early winter months. ",,,,,,Female,43,White,"Associateâ€™s degree (e.g. AA, AS)",Yes,,Never,Very frequently,Very frequently,0 hours,7 or more hours,7 or more hours,Laptop or computer,"Blogs,Non-fiction books",Blogs,,Blogs,,unknown,95281
581,picture,DEW,FALSE,,,No,23.348,397.714,435.042,There is a man in the cross walk of a city street. The lines in the cross walk are painted white. It appears to be a European city. It appears to be early morning. There is a foggy haze on the building in the background of the picture. The man appears stopped in the middle of the cross walk. He is gazing forward. He is casting a shadow that is approximately his size and it falls upon the paved roadway to his right. There are cars parked on both sides of the street that he is crossing. The building on either side of the street are about five stories tall. They look like residential buildings because there are no business signs on them.,85.4,4.1,8.5,11,123,4,3.25,23.348,397.714,435.042,14,There is a man in the cross walk of a city street. The lines in the cross walk are painted white. It appears to be a European city. It appears to be early morning. There is a foggy haze on the building in the background of the picture. The man appears stopped in the middle of the cross walk. He is gazing forward. He is casting a shadow that is approximately his size and it falls upon the paved roadway to his right. There are cars parked on both sides of the street that he is crossing. The building on either side of the street are about five stories tall. They look like residential buildings because there are no business signs on them.,,,,,,Male,55,White,"Professional degree (e.g. MD, DDS, DVM)",Yes,,Never,Very frequently,Occasionally,0 hours,7 or more hours,1 - 3 hours,Laptop or computer,Social media posts,Social media posts,,Social media posts,,Determine my impressions of picture,55887
440,self,PWEW,TRUE,Yes,,,5.044,182.495,251.156,"I am a very curious and adventurous person.  I enjoy learning new things and my interests are eclectic.  I am happiest when gardening, writing, painting, sculpting or spending time with my two cats and my dog.  I am active politically and in our community in our community garden.  My friends run a wide range from teenagers to those my own age--eight six.  We work to make our community better and to make certain that no one is left behind.  I am generally considered to be an optimistic person and able to handle anything that life brings to me.  Many people have come to me for support and guidance in their personal and professional lives.",61.3,8.3,10.4,8,115,17,14.78,,,,,,5.044,182.495,251.156,3,"I am a very curious and adventurous person.  I enjoy learning new things and my interests are eclectic.  I am happiest when gardening, writing, painting, sculpting or spending time with my two cats and my dog.  I am active politically and in our community in our community garden.  My friends run a wide range from teenagers to those my own age--eight six.  We work to make our community better and to make certain that no one is left behind.  I am generally considered to be an optimistic person and able to handle anything that life brings to me.  Many people have come to me for support and guidance in their personal and professional lives.",Female,86,White,"Masterâ€™s degree (e.g. MA,MS, MEd)",Yes,,Never,Very frequently,Frequently,0 hours,1 - 3 hours,4 - 6 hours,"Laptop or computer,Books",Fiction books,Fiction books,,Other (please specify),short stories,no idea,13676
480,picture,DEW,FALSE,,,No,3.382,362.099,362.858,"It is early and most likely  around 8:00 am in the morning. This is a quieter side of town where most people start work before the sun rises to bring the new day. This explains the emptiness of the streets. No cars or other people are seen except the person in the forefront and then the one person way in the background by the building that intersects the main street. The person walking across the street is, as I like to imagine, having a stroll to the because it's their day off. The buildings look worn and old. This could mean it is an older side of town. The cars parked on the side of the streets seem of older models. ",84.6,5.3,7.8,8,122,4,3.28,3.382,362.099,362.858,23,"It is early and most likely  around 8:00 am in the morning. This is a quieter side of town where most people start work before the sun rises to bring the new day. This explains the emptiness of the streets. No cars or other people are seen except the person in the forefront and then the one person way in the background by the building that intersects the main street. The person walking across the street is, as I like to imagine, having a stroll to the because it's their day off. The buildings look worn and old. This could mean it is an older side of town. The cars parked on the side of the streets seem of older models. ",,,,,,Female,22,White,"Associateâ€™s degree (e.g. AA, AS)",Yes,,Frequently,Rarely,Rarely,1 - 3 hours,0 hours,0 hours,"Smart phone,Laptop or computer",Social media posts,Social media posts,,Social media posts,,Ability to write,16590
593,self,PWEW,TRUE,Yes,,,317.795,405.59,406.105,"My personality tends to be pretty reserved and stable. I'm not someone who others would find unpredictable from one day to the next. I like to go out but spend most of my time at home. I like to cook, eat at new restaurants once or twice a month, read, write/play/listen to music. I like watching movies and tending to my vegetable garden. I like to write short stories and scripts for fun. I also like to exercise several days a week to stay in shape. Most people would say my personality includes keeping my home very clean tidy. I am what some might call a ""germophobe."" I enjoy watching sports on television and trying to predict outcomes of the next days games. I like to play in football pools during the season.",75.8,5.7,9.1,11,134,10,7.46,,,,,,317.795,405.59,406.105,9,"My personality tends to be pretty reserved and stable. I'm not someone who others would find unpredictable from one day to the next. I like to go out but spend most of my time at home. I like to cook, eat at new restaurants once or twice a month, read, write/play/listen to music. I like watching movies and tending to my vegetable garden. I like to write short stories and scripts for fun. I also like to exercise several days a week to stay in shape. Most people would say my personality includes keeping my home very clean tidy. I am what some might call a ""germophobe."" I enjoy watching sports on television and trying to predict outcomes of the next days games. I like to play in football pools during the season.",Male,33,Hispanic / Latino,High school degree or equivalent (e.g. GED),Yes,,Never,Never,Frequently,0 hours,0 hours,4 - 6 hours,"Smart phone,Laptop or computer","Fiction books,Other (please specify)",Other (please specify),short fiction horror and sci-fi.,Other (please specify),short stories. horror and sci-fi.,to see what people like to write about,26573
255,self,DEW,TRUE,,,Yes,0.495,137.019,197.154,"I have a talent for anything related to education.  When I was in high school, I always excelled when it came to math related skills.  My writing skills also improved when I entered in to college.  The program allowed me to hone my abilities to the utmost as well.  After I graduated, my skills in every subject seemed to improve to a significant extent.  That has given me renewed confidence in my ability to handle any given task over time.  People have commented on my ability to do various assignments.  I attribute that to my ability to do projects successful.  My educational background has helped me learn a lot more skills in due time as well.  There are a lot of great reasons why my skills have improved over the years.",63.1,7.7,10.2,10,131,18,13.74,,,,,,0.495,137.019,197.154,7,"I have a talent for anything related to education.  When I was in high school, I always excelled when it came to math related skills.  My writing skills also improved when I entered in to college.  The program allowed me to hone my abilities to the utmost as well.  After I graduated, my skills in every subject seemed to improve to a significant extent.  That has given me renewed confidence in my ability to handle any given task over time.  People have commented on my ability to do various assignments.  I attribute that to my ability to do projects successful.  My educational background has helped me learn a lot more skills in due time as well.  There are a lot of great reasons why my skills have improved over the years.",Male,31,White,"Masterâ€™s degree (e.g. MA,MS, MEd)",Yes,,Occasionally,Occasionally,Occasionally,4 - 6 hours,4 - 6 hours,4 - 6 hours,Tablet,Textbooks,Textbooks,,Textbooks,,Not sure,36910
562,picture,DEW,TRUE,,,Yes,2.85,366.499,403.935,"The image is a street-level view of a city road located in-between two rows of buildings. The buildings are of an older style, constructed with brick and stone, and detailed with balconies and ornate moulding. In the foreground, the viewer sees what seems to be a woman in a winter coat crossing the street from left to right. She is the only person visible in the image, which gives the image a somewhat eerie quality. In the background, vehicles line each side of the street and a haze covers the sky. The image appears as if it is ""fading to black"" as the lower left and right corners are darkening from the outside-in, which adds to the eerie feeling that the image evokes. ",72,8.4,9.3,6,126,8,6.35,2.85,366.499,403.935,12,"The image is a street-level view of a city road located in-between two rows of buildings. The buildings are of an older style, constructed with brick and stone, and detailed with balconies and ornate moulding. In the foreground, the viewer sees what seems to be a woman in a winter coat crossing the street from left to right. She is the only person visible in the image, which gives the image a somewhat eerie quality. In the background, vehicles line each side of the street and a haze covers the sky. The image appears as if it is ""fading to black"" as the lower left and right corners are darkening from the outside-in, which adds to the eerie feeling that the image evokes. ",,,,,,Female,24,White,"Masterâ€™s degree (e.g. MA,MS, MEd)",Yes,,Never,Frequently,Rarely,0 hours,4 - 6 hours,1 - 3 hours,"Smart phone,Laptop or computer","Social media posts,Other (please specify)",Other (please specify),Reports,Social media posts,,To determine whether or not those who enjoy writing are more or less creative,54688
518,picture,PWEW,FALSE,No,,,8.521,317.794,359.504,"The photo is of a lady crossing an urban street. She is near the middle of the crosswalk. She is wearing boots, pants and a coat. There are no other people on the streets or sidewalks but there are cars parked on both sides of the street. The last vehicle on the left side of the street has it's back doors open. The sky looks bright and hazy. The sun is peeking through the top of a building in the back of the street. It could be either morning or twilight. The buildings on both sides of the street are about six floors tall. The third floor on the building on the right side has balconies that may be apartments or condominiums. The road is in good condition without potholes, cracking or other blemishes.",85.2,4.4,8.9,11,134,7,5.22,8.521,317.794,359.504,13,"The photo is of a lady crossing an urban street. She is near the middle of the crosswalk. She is wearing boots, pants and a coat. There are no other people on the streets or sidewalks but there are cars parked on both sides of the street. The last vehicle on the left side of the street has it's back doors open. The sky looks bright and hazy. The sun is peeking through the top of a building in the back of the street. It could be either morning or twilight. The buildings on both sides of the street are about six floors tall. The third floor on the building on the right side has balconies that may be apartments or condominiums. The road is in good condition without potholes, cracking or other blemishes.",,,,,,Male,26,White,"Bachelorâ€™s degree (e.g. BA, BS)",Yes,,Rarely,Rarely,Occasionally,1 - 3 hours,1 - 3 hours,1 - 3 hours,"Smart phone,Laptop or computer","Social media posts,Blogs",Social media posts,,Social media posts,,Correlation between enjoying certain tasks and writing,92887
493,picture,PWEW,TRUE,Yes,,,2.39,315.828,316.852,"It's early morning in the city.  Motorists aren't on the road yet and only a few people are on the streets either going to work or running errands.  However, one can see that a key reason there's few people walking or driving their cars is because of the latest smog alert.  This city has instituted a restriction of which cars can drive each day by the last digit on the license plates on their vehicles.  Odd numbered license plates  can drive Monday, Wednesday, Friday this month and even numbered license plates can drive Tuesday, Thursday and Saturday.  Sunday all motorists can share the road.  Until a better solution can be found, the reduction of vehicular exhaust has to be curtailed and more citizens are forced to walk, ride bicycles or use public transportation more. ",59.2,9.8,11.6,7,134,17,12.69,2.39,315.828,316.852,11,"It's early morning in the city.  Motorists aren't on the road yet and only a few people are on the streets either going to work or running errands.  However, one can see that a key reason there's few people walking or driving their cars is because of the latest smog alert.  This city has instituted a restriction of which cars can drive each day by the last digit on the license plates on their vehicles.  Odd numbered license plates  can drive Monday, Wednesday, Friday this month and even numbered license plates can drive Tuesday, Thursday and Saturday.  Sunday all motorists can share the road.  Until a better solution can be found, the reduction of vehicular exhaust has to be curtailed and more citizens are forced to walk, ride bicycles or use public transportation more. ",,,,,,Male,47,White,"Bachelorâ€™s degree (e.g. BA, BS)",Yes,,Never,Very frequently,Occasionally,0 hours,4 - 6 hours,1 - 3 hours,"Smart phone,Tablet,Laptop or computer","Social media posts,Blogs,Fiction books,Other (please specify)",Other (please specify),work related communication with 3rd parties regarding problem solving etc.,Blogs,,I think this study is to ascertain how many people like recreational writing.,48440
628,self,WRITER,TRUE,,Yes,,2.455,424.02,486.419,"I am a mother, wife, daughter, granddaughter, friend, niece. I am a human rights professional by career and a human rights defender by choice. I love music, reading, writing, walking my dogs. Whenever I can, I am volunteering in my local community to try to make it a better place. I am a fairly shy and quiet person but do well when it comes to speaking out about issues that matter to me and are impacting my community. In my free time, I enjoy cooking and playing video games. I am a home body, but I do enjoy going to concerts and music festivals every once in a while. I enjoy attending local political events and working on local political campaigns.",62.1,8.4,9.3,8,121,13,10.74,,,,,,2.455,424.02,486.419,8,"I am a mother, wife, daughter, granddaughter, friend, niece. I am a human rights professional by career and a human rights defender by choice. I love music, reading, writing, walking my dogs. Whenever I can, I am volunteering in my local community to try to make it a better place. I am a fairly shy and quiet person but do well when it comes to speaking out about issues that matter to me and are impacting my community. In my free time, I enjoy cooking and playing video games. I am a home body, but I do enjoy going to concerts and music festivals every once in a while. I enjoy attending local political events and working on local political campaigns.",Female,31,White,"Some college, no degree",Yes,,Frequently,Frequently,Rarely,4 - 6 hours,7 or more hours,0 hours,"Smart phone,Laptop or computer","Social media posts,Other (please specify)",Other (please specify),Departmental reports,Social media posts,,Unsure,6870
966,self,PWEW,TRUE,Yes,,,2.506,611.21,661.02,I am competitive.I love sports. I am a conservative and think the democrats have lost their minds.  They still cant figure out why they lost the election. They still think the russians helped trump win the election. They are idiots. How people can have the same beliefs as the libiturds I will never understand. Trump/Pence 2020. I do think the republicans will win again. I loved when trump won . I loved seeing all of the democrats crying as the results came in. Lets just say I was estatic that night. Trump/Pence 2020 Trump/Pence 2020  Coverservatives are the people I like to be around    trump trump trump trump trump trump trump trump trump trump trump trump trump,81.3,4.2,10.5,13,117,13,11.11,,,,,,2.506,611.21,661.02,9,I am competitive.I love sports. I am a conservative and think the democrats have lost their minds.  They still cant figure out why they lost the election. They still think the russians helped trump win the election. They are idiots. How people can have the same beliefs as the libiturds I will never understand. Trump/Pence 2020. I do think the republicans will win again. I loved when trump won . I loved seeing all of the democrats crying as the results came in. Lets just say I was estatic that night. Trump/Pence 2020 Trump/Pence 2020  Coverservatives are the people I like to be around    trump trump trump trump trump trump trump trump trump trump trump trump trump,Male,51,White,"Some college, no degree",Yes,,Rarely,Rarely,Rarely,0 hours,1 - 3 hours,0 hours,Laptop or computer,Social media posts,Social media posts,,Social media posts,,dont know,73344
615,picture,DEW,TRUE,,,Yes,12.207,459.13,459.863,"There is an empty city street. The city is old, as evidenced by the architecture of the high rise brick buildings on either side. There are a few cars parked on each side of the street. Six cars can be seen, to be exact. The street ends at an intersection. It is a cool day in the early evening. There is either a fog that has set in or just a collection of smog from the day hanging in the air. Among the barren street, there is one dark figure seen crossing in the middle of the crosswalk. It is an older woman. Her hair is in a bun, she is wearing a coat with a firm trim, an ankle long skirt, and comfortable shoes. Yet, she isn't carrying anything in her hands.",86.4,4.2,7,11,133,7,5.26,12.207,459.13,459.863,36,"There is an empty city street. The city is old, as evidenced by the architecture of the high rise brick buildings on either side. There are a few cars parked on each side of the street. Six cars can be seen, to be exact. The street ends at an intersection. It is a cool day in the early evening. There is either a fog that has set in or just a collection of smog from the day hanging in the air. Among the barren street, there is one dark figure seen crossing in the middle of the crosswalk. It is an older woman. Her hair is in a bun, she is wearing a coat with a firm trim, an ankle long skirt, and comfortable shoes. Yet, she isn't carrying anything in her hands.",,,,,,Female,33,White,"Bachelorâ€™s degree (e.g. BA, BS)",Yes,,Never,Rarely,Occasionally,0 hours,1 - 3 hours,1 - 3 hours,"Smart phone,Laptop or computer","Social media posts,Blogs",Blogs,,Blogs,,To see how my writing skills compare to my enjoyment level of it and relevant experience ,56247
661,self,DEW,TRUE,,,Yes,2.263,389.216,447.858,"Socially, I cycle between preferring quiet time to myself and being out in energized, public situations. For better or worse, efficiency is incredibly important to me, and this part of my personality can sometimes cause me to become easily frustrated and critical with people I am close to, if I feel they are doing something too slowly or in a way that seems counterintuitive to me. I am a professional musician and music teacher, so I love creative problem-solving and helping others learn new things. I enjoy yoga, cooking, and gardening, and I view these disciplines as therapies. They've taught me how to be more patient, to listen inward, and the different ways a person can express love for themselves and others.",43.6,13.3,12,5,123,21,17.07,,,,,,2.263,389.216,447.858,9,"Socially, I cycle between preferring quiet time to myself and being out in energized, public situations. For better or worse, efficiency is incredibly important to me, and this part of my personality can sometimes cause me to become easily frustrated and critical with people I am close to, if I feel they are doing something too slowly or in a way that seems counterintuitive to me. I am a professional musician and music teacher, so I love creative problem-solving and helping others learn new things. I enjoy yoga, cooking, and gardening, and I view these disciplines as therapies. They've taught me how to be more patient, to listen inward, and the different ways a person can express love for themselves and others.",Female,27,White,"Masterâ€™s degree (e.g. MA,MS, MEd)",Yes,,Never,Occasionally,Occasionally,0 hours,1 - 3 hours,1 - 3 hours,"Smart phone,Laptop or computer","Social media posts,Blogs,Other (please specify)",Social media posts,,Other (please specify),journal,To see what personality traits people who enjoy writing ascribe to themselves,51311
321,self,WRITER,TRUE,,Yes,,0.812,220.266,221.455,"I'd like to think of myself as a well rounded individual who is very easy going and easy to get along with. I like to socialize with others who are like-minded but appreciate meeting people with different points of view. My interests include cooking, eating, exercising, programming, and bing watching television. While those are only a few of my hobbies, I am often down for an adventure and to try something new with my friends. 
Some of my talents include data analysis, cooking, and winning scrabble games. I often spend my time doing those three tasks, as I like to stimulate my mind, and they all require focus and attention. They are challenging yet enjoyable, and I love when I am challenged to complete a task.
",64.4,8.3,10.6,8,128,15,11.72,,,,,,0.812,220.266,221.455,12,"I'd like to think of myself as a well rounded individual who is very easy going and easy to get along with. I like to socialize with others who are like-minded but appreciate meeting people with different points of view. My interests include cooking, eating, exercising, programming, and bing watching television. While those are only a few of my hobbies, I am often down for an adventure and to try something new with my friends. 
Some of my talents include data analysis, cooking, and winning scrabble games. I often spend my time doing those three tasks, as I like to stimulate my mind, and they all require focus and attention. They are challenging yet enjoyable, and I love when I am challenged to complete a task.
",Female,22,Black or African American,"Bachelorâ€™s degree (e.g. BA, BS)",Yes,,Frequently,Occasionally,Rarely,4 - 6 hours,1 - 3 hours,0 hours,"Smart phone,Laptop or computer","Social media posts,Blogs",Social media posts,,Blogs,,Not a clue,12423
